path	duration	sentence	sentence_source	client_id	dialect_region	canton	zipcode	age	gender	length	trim_time	clip_is_usable	drop_reason	whisper_large_v2_transcript	is_praeteritum
datasets/STT4SG-350 v2.1/clips__train_valid-001/0a9febf9-5baf-4bdd-8119-04720899d311/a11e21dd2aff16eef33c229f8a758ce18c9c6f52bdc8a2de0d264b7495d53409.flac	3.622312925170068	Es gibt auch keine Genossenschaften entlang der Strasse.	news	0a9febf9-5baf-4bdd-8119-04720899d311	Wallis	VS	3930.0	twenties	female	3563	59	True	 	Es gibt euch eine Genussenschaft entlang der Strasse.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/de8cf11f91fc146915c2210da0f728082c454fc58c80e5071dca27e15a0860b7.flac	5.034671201814059	Nun steht der Termin für die Wahlen fest.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	3747	1288	True	 	Jetzt steht der Termin für die Wahlen fest.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/457ce4e8-999e-4358-8af5-eafde3a3cebb/86f369572e6d747b69959dfab32dc507ff68a8e14896ea5fd04b4a85d4ad517f.flac	4.266666666666667	Mehrere Menschen seien ausserdem überprüft worden.	news	457ce4e8-999e-4358-8af5-eafde3a3cebb	Wallis	VS	3931.0	fifties	female	4211	56	True	 	Mehrere Menschen seien ausserdem überprüft worden.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/dbb3288f32f1f4bbbd7cd5b73d973ebcf3ea1e8faee0e9184e7e4acdefe16973.flac	6.143990929705216	Dieser steht wegen Bauarbeiten nicht zur Verfügung.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	5112	1032	True	 	Dieser steht wegen Bauarbeiten nicht zur Verfügung.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2dba21b9-cbad-4de9-aaef-b96fc8a3a3d1/b15da4758884a892e15eef46235b95c8f6530c3dc89ffdcf8089c2e552faa1f1.flac	9.64267573696145	Bezüglich der Selbstanzeigen im Jahr 2018 wurden im Nachsteuerverfahren Fr. 192'000 vereinnahmt.	parliament	2dba21b9-cbad-4de9-aaef-b96fc8a3a3d1	Wallis	VS	3929.0	thirties	female	9174	469	True	 	Bezüglich der Selbstanzeige im Jahr 2018 hat man im Nachstierverfahren 192'000 Fr. aufereinnahmt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/d8beba59cb6acf9c8270dd9edaae0608c83f4535f6aa6a339245cdb0d5d6f6a9.flac	8.703990929705215	Danach drohen endgültig die Pleite und ein Austritt aus der Euro-Zone.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	7075	1629	True	 	Danach droht endgültig die Pleite und ein Austritt aus der Eurozone.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/dff177c24d6758f80a0c68801f195ee61c9c60adf9903c1a1fbe3d7c7d61b781.flac	6.911995464852608	Es wurde vor zwei Tagen von Islamisten eingenommen.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	5146	1766	True	 	Es kam vor zwei Tagen von Islamisten in Genuss.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2/6affc7d90ee954cf6b752890cfe4f630762c4dccf8d599f268da7a219d5340a8.flac	4.949342403628118	In jedem einzelnen Auto steckt die Leidenschaft seines Besitzers.	news	5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2	Wallis	VS	3907.0	thirties	female	4433	516	True	 	In jedem einzelnen Auto steckt die Leidenschaft des kleinen Besitzers.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f40066d9-db50-4c07-bf5e-d564cc9de572/c3f78a86d4455d235a4d5ae040ed29f0b0854856a451f325e1747e8605a6ee2b.flac	3.4133333333333336	Meine Videos sind momentan also ein Hobby.	news	f40066d9-db50-4c07-bf5e-d564cc9de572	Wallis	VS	3903.0	twenties	female	2962	451	True	 	Mini-Videos im Moment dauern als Hobby.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2d369aa5-8c75-42e6-a10d-a6fc7475ad42/7602d36b4c46df62487b9aa97c29d63ae253b40143bc00a58b3f59c753deb115.flac	5.201269841269841	Mit einem Ausstieg würde der Iran diese Unterstützung verlieren.	news	2d369aa5-8c75-42e6-a10d-a6fc7475ad42	Wallis	VS	3940.0	teens	male	4757	444	True	 	Mit einem Ausstieg würde der Iran diese Unterstützung verlieren.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/3fb41d2d-56cf-4884-a326-742414d7ba40/bbd9c66f4ce19219a603938d4b526157fc6b8bb7ad63fde0d237470ff22d2ffa.flac	4.179591836734694	Sind diese Wohnungen gebaut für eine Person?	news	3fb41d2d-56cf-4884-a326-742414d7ba40	Wallis	VS	3995.0	twenties	female	4037	143	True	 	Sind wichtige Wohnegebiete für alle Personen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/4066dc90aa7515df68f0ab1fb38df06f994f6a422316e0aa710cdc42c9cc8247.flac	8.6378231292517	Ob die Idee der Betreuungsgutscheine die richtige ist, dazu fehlt uns eine ausgewogene Analyse.	parliament	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	7672	966	True	 	ob die Idee der Betreuungsgescheine die richtige ist. Dazu fehlt uns eine ausgebrochene Analyse.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/b05249f9-f926-40e5-a2f7-599336e4c890/e6b6fed4b9f911f9e9a2cd2a813b8e0c86952e603e9edb88529f37f0ea0506b3.flac	5.461337868480726	Gegen dieses Abkommen regt sich nun aber Widerstand.	news	b05249f9-f926-40e5-a2f7-599336e4c890	Wallis	VS	3900.0	sixties	male	3631	1830	True	 	Gegen dieses Abkommen regt sich nur Widerstand.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f76fbef7-71b9-49e5-a7ef-8f045a4842ef/9ec6bf0caaef3153cde24d3c938c131ebf19cd5688f1249f8d8928ae1b220726.flac	3.669342403628118	Das könnte schneller gehen als gedacht.	news	f76fbef7-71b9-49e5-a7ef-8f045a4842ef	Wallis	VS	3953.0	twenties	female	3669	0	True	 	Das konnte ich nicht ergreifen, gedeicht.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/0faf9f4b-1312-4c99-a361-62b7c8c7edc1/2b973022d82629689a33a64d03bfb49f7cc61c222ea47dfbd2ffae5fcd7307cc.flac	12.031995464852608	Im Zeitpunkt der Fusionsumsetzung wurden gewisse Dienstleistungen vorerst auch von der Zweigstelle Rohr angeboten.	parliament	0faf9f4b-1312-4c99-a361-62b7c8c7edc1	Wallis	VS	3946.0	fifties	female	11174	858	True	 	Zum Zeitpunkt der Fusionsumsetzung wurden gewisse Dienstleistungen zuerst auch von der Zweigstelle Rohr angeboten.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/f76fbef7-71b9-49e5-a7ef-8f045a4842ef/5b0d1dd006bd8cbef0e616e2ab49c078a6597b127678e4d9ce76cbe5c5d95dd9.flac	3.669342403628118	Firmen dürften die ­geringeren Kosten schätzen.	news	f76fbef7-71b9-49e5-a7ef-8f045a4842ef	Wallis	VS	3953.0	twenties	female	3631	38	True	 	Die Firmina darf dir die geringen Kosten schätzen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/6a4aa5d6-1f16-4560-8276-27b5168fac4f/e0dd13df1ddc2f54987f19ddcdccf659bad3592c54e7d81fa5f99d4b8a76a883.flac	5.631995464852608	Diese müssten sie sonst teilweise selbst tragen.	news	6a4aa5d6-1f16-4560-8276-27b5168fac4f	Wallis	VS	3930.0	sixties	male	4395	1237	True	 	Die Messe ist zust Elvis Albert Rago.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/d38f1976e054048a7dae877964fd2addbe51aa64b70105741f96879791715aee.flac	6.741337868480725	Wobei man auch dieses Beispiel nicht pauschal stehen lassen kann.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	5419	1322	True	 	Wobei man auch dieses Beispiel nicht pauschal stehen lassen kann.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/04a5d52f-6597-4031-844a-3208e716e2e0/976928610e64288ecabf354686e5b6ea3fed708236261264aab3ec1ce2114f4f.flac	4.181337868480726	Nun werden die Kunden für ihre Geduld entschädigt.	news	04a5d52f-6597-4031-844a-3208e716e2e0	Wallis	VS	3937.0	thirties	male	3511	670	True	 	Jetzt warten die Kunden für ihre Geduld in Zscharegd.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/c34dabe8-ae40-486d-8271-ad483f9b110a/f2c8e248e3c69abda526aba43a3df59eedc007c8b734feb0ae297e5cffc5737f.flac	4.266666666666667	Gestern wiederholten sich die Gewitter sozusagen.	news	c34dabe8-ae40-486d-8271-ad483f9b110a	Wallis	VS	3930.0	sixties	male	4228	39	True	 	Gestern haben sich die Gewitter sozusagen wiederholt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/e0b99b68d19548eddcca8bad12abae4b0b2863831827532dcdaf32afc5e535a5.flac	8.191995464852608	Der Taifun hat inzwischen mindestens sieben Menschen in Tod gerissen.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	6802	1390	True	 	Der Taifun hat inzwischen mindestens sieben Menschen zu Tod geschlagen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/da08ed095bdd9f313f28bd4f0eee4b5c9d51ef064af7522fee0b3e5f1cb2b217.flac	9.045328798185942	Zudem stellte er die Finanzierung von historisch schwarzen Universitäten sicher.	news	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	7416	1629	True	 	Zudem hat er die Finanzierung von historisch schwarzen Universitäten sichergestellt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/2dba21b9-cbad-4de9-aaef-b96fc8a3a3d1/ad82baadc658e93c3f58440e57bca8bd7b81904bdaefb0dd241b4b519c57c530.flac	4.778662131519274	Beide wurden zu jeweils 60 Tagen Gefängnis verurteilt.	news	2dba21b9-cbad-4de9-aaef-b96fc8a3a3d1	Wallis	VS	3929.0	thirties	female	4464	315	True	 	Beide hat man zu 60 Tagen Gefangnis verurteilt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/c34dabe8-ae40-486d-8271-ad483f9b110a/f91bf609709cb343be89ba07f4da4cc1a486411e570d617f7c16aecb47657cf5.flac	3.669342403628118	Ihre neue Prognose stellt sie im Dezember vor.	news	c34dabe8-ae40-486d-8271-ad483f9b110a	Wallis	VS	3930.0	sixties	male	3955	0	True	 	Ihre neue Prognose stellt SHEA im Dezember vor.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0faf9f4b-1312-4c99-a361-62b7c8c7edc1/12447afa8f09bc0d805b99abd1144fdca585a560e1267a4824122620d575cfa6.flac	11.145578231292516	Aus diesen Gründen folgt die SP-Fraktion dem stadträtlichen Antrag und stimmt diesem einstimmig zu.	parliament	0faf9f4b-1312-4c99-a361-62b7c8c7edc1	Wallis	VS	3946.0	fifties	female	9651	1495	True	 	Aus dieser Gründe folgt die SP-Fraktion dem Stadträtlichen Antrag und stimmt dieser Einstimmung zu.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/016a7fa4-fcf6-4053-b4f4-9a65b2b63740/60c726180c6326d0470d9d5145b7b18c630182b2bafc442153486e0ef9850a65.flac	7.765328798185941	Als Vorbild der Reform dienen ähnliche Initiativen in den USA.	news	016a7fa4-fcf6-4053-b4f4-9a65b2b63740	Wallis	VS	3938.0	seventies	male	6699	1066	True	 	Als Vorbild für die Reform der ehrlichen Initiative in den USA.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/b05249f9-f926-40e5-a2f7-599336e4c890/eb69e1f8679fa4500243862aeea5af288f210224a33f130073764b1eda03eeef.flac	4.181337868480726	Jeweils am zehnten des Monats wird der Lohn ausbezahlt.	news	b05249f9-f926-40e5-a2f7-599336e4c890	Wallis	VS	3900.0	sixties	male	3802	379	True	 	Jeweils am 10. des Monats wird der Lohn ausbezahlt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0faf9f4b-1312-4c99-a361-62b7c8c7edc1/4a20922cd2fc628d96520eb358c05651a04b8d6d923b6b8b91cadeba1233e485.flac	7.430385487528345	Der Koch oder die Köchin können sich darin kaum umdrehen.	news	0faf9f4b-1312-4c99-a361-62b7c8c7edc1	Wallis	VS	3946.0	fifties	female	6395	1035	True	 	Der Koch oder Köchin kann sich dadurch kaum umdrehen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6b5bac94-1f47-4248-a0b7-0278c511de03/3dbdd4377ef9546341c99c8f4563e3e38d4fab0dd09c2c2560dc6d59dc39e7ad.flac	3.754671201814059	Das Wrack konnte noch nicht geborgen werden.	news	6b5bac94-1f47-4248-a0b7-0278c511de03	Wallis	VS	3900.0	fourties	female	3460	295	True	 	Das Wrack konnte noch nicht geborgen werden.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/679b041bda738f2a823fa6c98db7c3b1e1ffa5a295932b9dcfd693f95c72b02c.flac	6.130068027210885	Diese Methoden dürfen privat genauso wie beruflich eingesetzt werden.	news	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	6293	0	True	 	Diese Methode darf privat genauso wie prüflich eingesetzt werden.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/3fb41d2d-56cf-4884-a326-742414d7ba40/bee006435bac7de762c9600584762d07211b13c1c065754a7afd53d83745f1b1.flac	3.529433106575964	Dieser Stempel wird ihm nicht gerecht.	news	3fb41d2d-56cf-4884-a326-742414d7ba40	Wallis	VS	3995.0	twenties	female	3030	499	True	 	Dieser Stempel wird mir nicht gereicht.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/4d202ef1038c2b8972a8865d614a200759be99a07b7d4f88b1b753ce2f4a52ac.flac	7.523265306122449	Diese wertvolle Charaktereigenschaft zeichnet dich aus und schätzen wir sehr.	parliament	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	7505	18	True	 	Diese wertvolle Charaktereigenschaft zeichnet dich aus und schätze ihr sehr.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/ba8bb6fe-7607-4a12-96c3-39ed3e2410d9/ad4957bfa0f743a7022542d03c8309ae5d7b4dc22a19c14f3fea599d9aa8b01a.flac	4.863990929705215	Sprache und Symbolik können sich über die Jahrtausende ändern.	news	ba8bb6fe-7607-4a12-96c3-39ed3e2410d9	Wallis	VS	3920.0	twenties	female	4156	708	True	 	Sprache und Symbolik können sich über die Erdüsende ändern.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/4cae31e606061d8cd48d88afc6a04e279b62584b5b80e18be531bb3c45093962.flac	5.38702947845805	Der Versuch war eigentlich für Samstagmorgen vorgesehen.	news	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	5030	357	True	 	Der Versuch war eigentlich für den Samstagmorgen vorgesehen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/6a4aa5d6-1f16-4560-8276-27b5168fac4f/eed5a6bcb8a8fbe2354542060a6f3a6498e1bebf247c50705046a1d7adc124b8.flac	4.096009070294785	Dabei standen wir vor einem Monat so gut da!	news	6a4aa5d6-1f16-4560-8276-27b5168fac4f	Wallis	VS	3930.0	sixties	male	3593	503	True	 	Dabei sind wir vor einem Monat so gut angestanden.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/6a4aa5d6-1f16-4560-8276-27b5168fac4f/ff0d002223c9f59145471dab26a1308a356dc837edad98e79b3b4251aa538f6c.flac	10.32532879818594	Die CVP-Fraktion lehnt die Motion betreffend Umstellung bei der familienergänzenden Kinderbetreuung auf ein Betreuungs-Gutschein-Modell ab.	parliament	6a4aa5d6-1f16-4560-8276-27b5168fac4f	Wallis	VS	3930.0	sixties	male	9566	759	True	 	Die CVP-Fraktion lehnt die Emotionen betreffend Umstellung bei der Familienergänzung durch Kinderbetreuung auf ein Betreuungsgütschimmodell ab.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/3fb41d2d-56cf-4884-a326-742414d7ba40/b862a039794b6ed8f2353fd9ae1c2ed323264d868935d07eef275f16d267859a.flac	5.201269841269841	Bei der Landung öffnete sich die Bindung am seinem hinteren Ski.	news	3fb41d2d-56cf-4884-a326-742414d7ba40	Wallis	VS	3995.0	twenties	female	4737	464	True	 	Bei der Landung hat sich die Bindung an seinem hinteren Ski geöffnet.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/04a5d52f-6597-4031-844a-3208e716e2e0/7fb0064097318d9fea923651bcafa884bc4b410ee461dfe8cb823abf715a49b6.flac	3.1573242630385487	Über die Ursachen wird jedoch spekuliert.	news	04a5d52f-6597-4031-844a-3208e716e2e0	Wallis	VS	3937.0	thirties	male	2982	175	True	 	Über Taursachen wird jedoch spekuliert.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/457ce4e8-999e-4358-8af5-eafde3a3cebb/73ee8eadee598f36f97c2800e1f6e106c4a86ed198b3727503e1949ae9c1ab9f.flac	5.205328798185941	Es verkaufte sich mehr als 60 Millionen Mal.	news	457ce4e8-999e-4358-8af5-eafde3a3cebb	Wallis	VS	3931.0	fifties	female	4600	605	True	 	Das hat sich mehr als 60 Millionen Mal verkauft.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/357c116f-af09-4111-a329-19931ae73559/4658aec17b36ad6b922b43390f4f9036803a2fbe16e9dd3d9501b7fbcadc315c.flac	3.4133333333333336	Es scheint aber auch mehr Verletzungen zu geben.	news	357c116f-af09-4111-a329-19931ae73559	Wallis	VS	3902.0	fourties	female	3068	345	True	 	Alles Schöne und viel Spass beim nächsten Mal!	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/c16d47e4-04d6-4430-a470-d8a4e70b5c32/9ceceb5cd1ba4d78afbfa87509d0ff88d7532d89080dd4fa9d4982239c14ee87.flac	4.522675736961451	Gezeigt werden berühmte Plakate des letzten Jahrhunderts.	news	c16d47e4-04d6-4430-a470-d8a4e70b5c32	Wallis	VS	3952.0	teens	male	4447	76	True	 	gezeigt werden präemptige Plakate aus dem letzten Jahrhundert.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/04a5d52f-6597-4031-844a-3208e716e2e0/9a068e5a9c9766005d5ca0768a1005584e46bc2367797cb2fa0650e548b0d182.flac	5.290657596371882	Tausende Angestellte wurden in den 90er-Jahren entlassen.	news	04a5d52f-6597-4031-844a-3208e716e2e0	Wallis	VS	3937.0	thirties	male	5337	0	True	 	Tausende Angestellte sind in den 90er Jahren klar geworden.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/94043fb2-e16d-43ed-afc2-c82e2dcb19bb/a606c1f167d8c74860b83053177173061e84d753e28cbbff32da8baa3091d205.flac	4.863990929705215	Die neuen Generationen sollen ohne Vorurteile aufwachsen.	news	94043fb2-e16d-43ed-afc2-c82e2dcb19bb	Wallis	VS	3922.0	twenties	male	3989	875	True	 	Die neue Generation soll ohne Vorurteile aufwachsen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/a0e1d925-5bcf-44e5-9c8d-eec4533e6172/d2ca39553c5fe92c480317d93ba017be6a30894c187ee5d045fb2000b1d97c22.flac	4.522675736961451	Dazu gibt es aber zu wenig wissenschaftliche Daten.	news	a0e1d925-5bcf-44e5-9c8d-eec4533e6172	Wallis	VS	3914.0	twenties	female	3901	622	True	 	Dazu gibt es aber zu wenig wissenschaftliche Daten.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/863b7273-5436-4ec7-b9a2-6176c5f5418d/3a12575c9333ce4b6db6a8417cc6462a48235166b783ac1a6078e77ac267c8a9.flac	5.034671201814059	Die Personen sind aus Haiti und Kolumbien zurückgekehrt.	news	863b7273-5436-4ec7-b9a2-6176c5f5418d	Wallis	VS	3902.0	sixties	female	4412	623	True	 	Diese Personen sind aus Haiti und Kolumbien zurückgekommen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/d674f23c9a864da85d39d7d4308d2ffda323d6f37aaf66d2caee50ddc388c2fc.flac	9.813333333333333	Der Betrag von Fr. 20'000.00 für die reine externe Unterstützung sollte ausreichen.	parliament	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	8662	1151	True	 	Der Betrag von CHF 20'000 nur für die externe Unterstützung, selte Länge.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/2bbca7f3-ce8e-41ea-9f2c-d1cd0a1f2a80/c5eed7b29f785069bdc33e6f8cc226511362258414bfdacfb1e45e0b04a46363.flac	5.802675736961452	Frei war zuletzt an den FC St. Gallen ausgeliehen.	news	2bbca7f3-ce8e-41ea-9f2c-d1cd0a1f2a80	Wallis	VS	3900.0	teens	male	4822	981	True	 	Der Frey wurde zuletzt an der FC St. Gallo ausgelegt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/d57174ae-4124-4c47-8593-547c02af4ca8/ca2fe5cb6b8f10ce7459b90c6b10a5a0aaf4a7e718e5286941911eba4f7e3ccb.flac	4.351995464852608	Ich verweise auf gute Beispiele im Finanzvermögen.	parliament	d57174ae-4124-4c47-8593-547c02af4ca8	Wallis	VS	3938.0	fourties	male	4023	329	True	 	Ich verweise auf gute Beispiele im Finanzvermögen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/b05249f9-f926-40e5-a2f7-599336e4c890/f0ab2b3307220f0492d64e1235d7409a380220426a114f17e0bdd78f8e99bb84.flac	5.631995464852608	Ein Erdbeben der Stärke 6,3 suchte Christchurch heim.	news	b05249f9-f926-40e5-a2f7-599336e4c890	Wallis	VS	3900.0	sixties	male	5406	226	True	 	«Ein Erdbeben von der Stärke 6,3 hat Christchurch heimgesucht.»	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/d57174ae-4124-4c47-8593-547c02af4ca8/d1f8af0b9d0e149b72316458b656c08e5c971dd20e3db2666e9735c6ce90a312.flac	5.12	Hilfe aus dem In- und Ausland werde dringend benötigt.	news	d57174ae-4124-4c47-8593-547c02af4ca8	Wallis	VS	3938.0	fourties	male	4685	435	True	 	Hilfe aus dem Innendiesland werde gedringend benötigt.	False
