clip_id,src_word_index,target_word_index,is_same_position,position_score,src_word,dat_word,dit_word,dat_lev_sim,dit_lev_sim,dat_combined_weighted,dat_combined_harmonic,dit_combined_weighted,dit_combined_harmonic,dat_advantage,src_len,dat_len,dit_len
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,1,4,0,0.375,habe,100.000,hundert,0.0,0.286,0.188,0.0,0.388,0.392,-0.286,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,1,5,0,0.5,habe,Franken,Dusik,0.286,0.0,0.35,0.364,0.15,0.0,0.286,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,1,6,0,0.625,habe,verloren.,vor,0.125,0.0,0.2,0.188,0.113,0.0,0.125,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,1,7,0,0.75,habe,,und,0.0,0.0,0.075,0.0,0.075,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,1,8,0,0.875,habe,,verloren.,0.0,0.125,0.038,0.0,0.125,0.125,-0.125,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,0,0,0.25,ich,Insgesamt,Insgesamt,0.111,0.111,0.303,0.193,0.303,0.193,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,1,0,0.125,ich,habe,habe,0.0,0.0,0.263,0.0,0.263,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,2,1,0.0,ich,ich,ich,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,3,0,0.125,ich,einige,einige,0.167,0.167,0.379,0.28,0.379,0.28,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,4,0,0.25,ich,100.000,hundert,0.0,0.0,0.225,0.0,0.225,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,5,0,0.375,ich,Franken,Dusik,0.0,0.0,0.188,0.0,0.188,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,6,0,0.5,ich,verloren.,vor,0.0,0.0,0.15,0.0,0.15,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,7,0,0.625,ich,,und,0.0,0.0,0.113,0.0,0.113,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,2,8,0,0.75,ich,,verloren.,0.0,0.0,0.075,0.0,0.075,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,0,0,0.375,einige,Insgesamt,Insgesamt,0.333,0.333,0.421,0.434,0.421,0.434,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,1,0,0.25,einige,habe,habe,0.167,0.167,0.342,0.273,0.342,0.273,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,2,0,0.125,einige,ich,ich,0.167,0.167,0.379,0.28,0.379,0.28,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,3,1,0.0,einige,einige,einige,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,4,0,0.125,einige,100.000,hundert,0.0,0.143,0.263,0.0,0.363,0.246,-0.143,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,5,0,0.25,einige,Franken,Dusik,0.143,0.167,0.325,0.24,0.342,0.273,-0.024,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,6,0,0.375,einige,verloren.,vor,0.25,0.0,0.363,0.357,0.188,0.0,0.25,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,7,0,0.5,einige,,und,0.0,0.167,0.15,0.0,0.267,0.25,-0.167,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,3,8,0,0.625,einige,,verloren.,0.0,0.25,0.113,0.0,0.287,0.3,-0.25,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,0,0,0.5,Hunderttausend,Insgesamt,Insgesamt,0.143,0.143,0.25,0.222,0.25,0.222,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,1,0,0.375,Hunderttausend,habe,habe,0.214,0.214,0.337,0.319,0.337,0.319,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,2,0,0.25,Hunderttausend,ich,ich,0.0,0.0,0.225,0.0,0.225,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,3,0,0.125,Hunderttausend,einige,einige,0.143,0.143,0.363,0.246,0.363,0.246,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,4,1,0.0,Hunderttausend,100.000,hundert,0.0,0.5,0.3,0.0,0.65,0.667,-0.5,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,5,0,0.125,Hunderttausend,Franken,Dusik,0.286,0.214,0.463,0.431,0.412,0.344,0.072,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,6,0,0.25,Hunderttausend,verloren.,vor,0.286,0.071,0.425,0.414,0.275,0.13,0.215,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,7,0,0.375,Hunderttausend,,und,0.0,0.214,0.188,0.0,0.337,0.319,-0.214,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,4,8,0,0.5,Hunderttausend,,verloren.,0.0,0.286,0.15,0.0,0.35,0.364,-0.286,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,0,0,0.625,Franken,Insgesamt,Insgesamt,0.0,0.0,0.113,0.0,0.113,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,1,0,0.5,Franken,habe,habe,0.286,0.286,0.35,0.364,0.35,0.364,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,2,0,0.375,Franken,ich,ich,0.0,0.0,0.188,0.0,0.188,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,3,0,0.25,Franken,einige,einige,0.143,0.143,0.325,0.24,0.325,0.24,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,4,0,0.125,Franken,100.000,hundert,0.0,0.143,0.263,0.0,0.363,0.246,-0.143,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,5,1,0.0,Franken,Franken,Dusik,1.0,0.143,1.0,1.0,0.4,0.25,0.857,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,6,0,0.125,Franken,verloren.,vor,0.375,0.0,0.525,0.525,0.263,0.0,0.375,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,7,0,0.25,Franken,,und,0.0,0.143,0.225,0.0,0.325,0.24,-0.143,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,5,8,0,0.375,Franken,,verloren.,0.0,0.375,0.188,0.0,0.45,0.469,-0.375,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,0,0,0.75,verloren.,Insgesamt,Insgesamt,0.0,0.0,0.075,0.0,0.075,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,1,0,0.625,verloren.,habe,habe,0.125,0.125,0.2,0.188,0.2,0.188,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,2,0,0.5,verloren.,ich,ich,0.0,0.0,0.15,0.0,0.15,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,3,0,0.375,verloren.,einige,einige,0.25,0.25,0.363,0.357,0.363,0.357,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,4,0,0.25,verloren.,100.000,hundert,0.0,0.125,0.225,0.0,0.312,0.214,-0.125,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,5,0,0.125,verloren.,Franken,Dusik,0.375,0.0,0.525,0.525,0.263,0.0,0.375,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,6,1,0.0,verloren.,verloren.,vor,1.0,0.375,1.0,1.0,0.562,0.545,0.625,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,7,0,0.125,verloren.,,und,0.0,0.0,0.263,0.0,0.263,0.0,0.0,7,7,9
clips\300bb931-79ae-40ec-b989-3efd5e83f4c2\83ca05c50c05a4d07bf929bd883c8586ac2dca134329c22a8a0909d2ad689bd1.flac,6,8,0,0.25,verloren.,,verloren.,0.0,1.0,0.225,0.0,0.925,0.857,-1.0,7,7,9
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,0,1,0.0,Welche,Wer,Weli,0.333,0.5,0.533,0.5,0.65,0.667,-0.167,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,1,0,0.1,Welche,ironne,"Rolle,",0.167,0.333,0.387,0.282,0.503,0.486,-0.166,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,2,0,0.2,Welche,hättet,höchter,0.0,0.286,0.24,0.0,0.44,0.421,-0.286,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,3,0,0.3,Welche,viele,Uz,0.333,0.0,0.443,0.451,0.21,0.0,0.333,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,4,0,0.4,Welche,bands,stoodhergewerden,0.0,0.125,0.18,0.0,0.268,0.207,-0.125,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,5,0,0.5,Welche,auf,von,0.0,0.0,0.15,0.0,0.15,0.0,0.0,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,6,0,0.6,Welche,den,Holocast,0.167,0.25,0.237,0.236,0.295,0.308,-0.083,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,7,0,0.7,Welche,einzugemparen,in,0.154,0.0,0.198,0.204,0.09,0.0,0.154,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,8,0,0.8,Welche,Torgeh,Nice,0.0,0.333,0.06,0.0,0.293,0.25,-0.333,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,9,0,0.9,Welche,выб,Ka.,0.0,0.0,0.03,0.0,0.03,0.0,0.0,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,0,10,0,1.0,Welche,erklären.,,0.25,0.0,0.175,0.0,0.0,0.0,0.25,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,0,0,0.1,Rolle,Wer,Weli,0.0,0.2,0.27,0.0,0.41,0.327,-0.2,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,1,1,0.0,Rolle,ironne,"Rolle,",0.5,1.0,0.65,0.667,1.0,1.0,-0.5,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,2,0,0.1,Rolle,hättet,höchter,0.167,0.143,0.387,0.282,0.37,0.247,0.024,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,3,0,0.2,Rolle,viele,Uz,0.4,0.0,0.52,0.533,0.24,0.0,0.4,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,4,0,0.3,Rolle,bands,stoodhergewerden,0.0,0.125,0.21,0.0,0.297,0.212,-0.125,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,5,0,0.4,Rolle,auf,von,0.0,0.2,0.18,0.0,0.32,0.3,-0.2,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,6,0,0.5,Rolle,den,Holocast,0.0,0.25,0.15,0.0,0.325,0.333,-0.25,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,7,0,0.6,Rolle,einzugemparen,in,0.077,0.0,0.174,0.129,0.12,0.0,0.077,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,8,0,0.7,Rolle,Torgeh,Nice,0.333,0.2,0.323,0.316,0.23,0.24,0.133,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,9,0,0.8,Rolle,выб,Ka.,0.0,0.0,0.06,0.0,0.06,0.0,0.0,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,1,10,0,0.9,Rolle,erklären.,,0.375,0.0,0.292,0.158,0.03,0.0,0.375,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,0,0,0.2,hatte,Wer,Weli,0.0,0.0,0.24,0.0,0.24,0.0,0.0,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,1,0,0.1,hatte,ironne,"Rolle,",0.167,0.2,0.387,0.282,0.41,0.327,-0.033,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,2,1,0.0,hatte,hättet,höchter,0.667,0.429,0.767,0.8,0.6,0.6,0.238,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,3,0,0.1,hatte,viele,Uz,0.2,0.0,0.41,0.327,0.27,0.0,0.2,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,4,0,0.2,hatte,bands,stoodhergewerden,0.2,0.125,0.38,0.32,0.328,0.216,0.075,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,5,0,0.3,hatte,auf,von,0.2,0.0,0.35,0.311,0.21,0.0,0.2,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,6,0,0.4,hatte,den,Holocast,0.0,0.25,0.18,0.0,0.355,0.353,-0.25,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,7,0,0.5,hatte,einzugemparen,in,0.077,0.0,0.204,0.133,0.15,0.0,0.077,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,8,0,0.6,hatte,Torgeh,Nice,0.167,0.2,0.237,0.236,0.26,0.267,-0.033,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,9,0,0.7,hatte,выб,Ka.,0.0,0.2,0.09,0.0,0.23,0.24,-0.2,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,2,10,0,0.8,hatte,erklären.,,0.125,0.0,0.147,0.154,0.06,0.0,0.125,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,0,0,0.3,Rosenberg,Wer,Weli,0.222,0.111,0.365,0.337,0.288,0.192,0.111,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,1,0,0.2,Rosenberg,ironne,"Rolle,",0.333,0.333,0.473,0.47,0.473,0.47,0.0,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,2,0,0.1,Rosenberg,hättet,höchter,0.111,0.222,0.348,0.198,0.425,0.356,-0.111,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,3,1,0.0,Rosenberg,viele,Uz,0.222,0.0,0.455,0.363,0.3,0.0,0.222,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,4,0,0.1,Rosenberg,bands,stoodhergewerden,0.111,0.25,0.348,0.198,0.445,0.391,-0.139,8,11,10
clips\6e084270-8d26-43d9-ba69-5e8ee793ab8c\dcaae546e037d6b5051e35cac0696e95a9e25b23a7a299cc466d3c796cc11a45.flac,3,5,0,0.2,Rosenberg,auf,von,0.0,0.222,0.24,0.0,0.395,0.348,-0.222,8,11,10
